Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,League,Season,Week
22/09/2024,Inter,Milan,1,2,1.0,1.0,Serie A,2024-2025,3
22/12/2024,Roma,Parma,5,0,2.0,0.0,Serie A,2024-2025,3
22/12/2024,Venezia,Cagliari,2,1,1.0,0.0,Serie A,2024-2025,3
22/12/2024,Atalanta,Empoli,3,2,2.0,1.0,Serie A,2024-2025,3
22/12/2024,Monza,Juventus,1,2,1.0,2.0,Serie A,2024-2025,3
23/02/2025,Como,Napoli,2,1,1.0,1.0,Serie A,2024-2025,3
23/02/2025,Verona,Fiorentina,1,0,0.0,0.0,Serie A,2024-2025,3
23/02/2025,Empoli,Atalanta,0,5,0.0,3.0,Serie A,2024-2025,3
23/02/2025,Cagliari,Juventus,0,1,0.0,1.0,Serie A,2024-2025,3
23/04/2025,Cagliari,Fiorentina,1,2,1.0,1.0,Serie A,2024-2025,3
23/04/2025,Genoa,Lazio,0,2,0.0,1.0,Serie A,2024-2025,3
23/04/2025,Parma,Juventus,1,0,1.0,0.0,Serie A,2024-2025,3
23/04/2025,Torino,Udinese,2,0,1.0,0.0,Serie A,2024-2025,3
23/05/2025,Como,Inter,0,2,0.0,1.0,Serie A,2024-2025,3
23/05/2025,Napoli,Cagliari,2,0,1.0,0.0,Serie A,2024-2025,3
23/11/2024,Verona,Inter,0,5,0.0,5.0,Serie A,2024-2025,3
23/11/2024,Milan,Juventus,0,0,0.0,0.0,Serie A,2024-2025,4
23/11/2024,Parma,Atalanta,1,3,0.0,2.0,Serie A,2024-2025,4
23/12/2024,Fiorentina,Udinese,1,2,1.0,0.0,Serie A,2024-2025,4
23/12/2024,Inter,Como,2,0,0.0,0.0,Serie A,2024-2025,4
24/01/2025,Torino,Cagliari,2,0,1.0,0.0,Serie A,2024-2025,4
24/02/2025,Roma,Monza,4,0,2.0,0.0,Serie A,2024-2025,4
24/05/2025,Bologna,Genoa,1,3,0.0,3.0,Serie A,2024-2025,4
24/05/2025,Milan,Monza,2,0,0.0,0.0,Serie A,2024-2025,4
24/08/2024,Parma,Milan,2,1,1.0,0.0,Serie A,2024-2025,4
24/08/2024,Udinese,Lazio,2,1,1.0,0.0,Serie A,2024-2025,4
24/08/2024,Inter,Lecce,2,0,1.0,0.0,Serie A,2024-2025,4
24/08/2024,Monza,Genoa,0,1,0.0,1.0,Serie A,2024-2025,4
24/09/2024,Atalanta,Como,2,3,1.0,0.0,Serie A,2024-2025,4
24/11/2024,Genoa,Cagliari,2,2,1.0,1.0,Serie A,2024-2025,4
24/11/2024,Como,Fiorentina,0,2,0.0,1.0,Serie A,2024-2025,4
24/11/2024,Torino,Monza,1,1,0.0,0.0,Serie A,2024-2025,4
24/11/2024,Napoli,Roma,1,0,0.0,0.0,Serie A,2024-2025,4
24/11/2024,Lazio,Bologna,3,0,0.0,0.0,Serie A,2024-2025,4
25/01/2025,Como,Atalanta,1,2,1.0,0.0,Serie A,2024-2025,4
25/01/2025,Napoli,Juventus,2,1,0.0,1.0,Serie A,2024-2025,4
25/01/2025,Empoli,Bologna,1,1,1.0,1.0,Serie A,2024-2025,4
25/05/2025,Atalanta,Parma,2,3,2.0,0.0,Serie A,2024-2025,4
25/05/2025,Empoli,Verona,1,2,1.0,1.0,Serie A,2024-2025,4
25/05/2025,Lazio,Lecce,0,1,0.0,1.0,Serie A,2024-2025,4
25/05/2025,Torino,Roma,0,2,0.0,1.0,Serie A,2024-2025,4
25/05/2025,Udinese,Fiorentina,2,3,1.0,0.0,Serie A,2024-2025,4
25/05/2025,Venezia,Juventus,2,3,1.0,2.0,Serie A,2024-2025,4
25/08/2024,Fiorentina,Venezia,0,0,0.0,0.0,Serie A,2024-2025,4
25/08/2024,Torino,Atalanta,2,1,1.0,1.0,Serie A,2024-2025,4
25/08/2024,Napoli,Bologna,3,0,1.0,0.0,Serie A,2024-2025,4
25/08/2024,Roma,Empoli,1,2,0.0,1.0,Serie A,2024-2025,4
25/10/2024,Udinese,Cagliari,2,0,1.0,0.0,Serie A,2024-2025,4
25/10/2024,Torino,Como,1,0,0.0,0.0,Serie A,2024-2025,4
25/11/2024,Empoli,Udinese,1,1,1.0,0.0,Serie A,2024-2025,4
25/11/2024,Venezia,Lecce,0,1,0.0,0.0,Serie A,2024-2025,4
26/01/2025,Milan,Parma,3,2,1.0,1.0,Serie A,2024-2025,4
26/01/2025,Udinese,Roma,1,2,1.0,0.0,Serie A,2024-2025,4
26/01/2025,Lecce,Inter,0,4,0.0,2.0,Serie A,2024-2025,4
26/01/2025,Lazio,Fiorentina,1,2,0.0,2.0,Serie A,2024-2025,4
26/08/2024,Cagliari,Como,1,1,1.0,0.0,Serie A,2024-2025,4
26/08/2024,Verona,Juventus,0,3,0.0,2.0,Serie A,2024-2025,4
26/10/2024,Napoli,Lecce,1,0,0.0,0.0,Serie A,2024-2025,4
26/10/2024,Atalanta,Verona,6,1,5.0,1.0,Serie A,2024-2025,4
27/01/2025,Venezia,Verona,1,1,1.0,0.0,Serie A,2024-2025,4
27/01/2025,Genoa,Monza,2,0,0.0,0.0,Serie A,2024-2025,4
27/02/2025,Bologna,Milan,2,1,0.0,1.0,Serie A,2024-2025,4
27/04/2025,Como,Genoa,1,0,0.0,0.0,Serie A,2024-2025,4
27/04/2025,Venezia,Milan,0,2,0.0,1.0,Serie A,2024-2025,4
27/04/2025,Fiorentina,Empoli,2,1,2.0,0.0,Serie A,2024-2025,4
27/04/2025,Inter,Roma,0,1,0.0,1.0,Serie A,2024-2025,4
27/04/2025,Juventus,Monza,2,0,2.0,0.0,Serie A,2024-2025,4
27/04/2025,Atalanta,Lecce,1,1,0.0,1.0,Serie A,2024-2025,4
27/04/2025,Napoli,Torino,2,0,2.0,0.0,Serie A,2024-2025,4
27/09/2024,Milan,Lecce,3,0,3.0,0.0,Serie A,2024-2025,4
27/10/2024,Parma,Empoli,1,1,0.0,1.0,Serie A,2024-2025,4
27/10/2024,Lazio,Genoa,3,0,1.0,0.0,Serie A,2024-2025,4
27/10/2024,Monza,Venezia,2,2,2.0,2.0,Serie A,2024-2025,4
27/10/2024,Inter,Juventus,4,4,3.0,2.0,Serie A,2024-2025,4
27/10/2024,Fiorentina,Roma,5,1,3.0,1.0,Serie A,2024-2025,4
28/02/2025,Fiorentina,Lecce,1,0,1.0,0.0,Serie A,2024-2025,4
28/04/2025,Udinese,Bologna,0,0,0.0,0.0,Serie A,2024-2025,4
28/04/2025,Lazio,Parma,2,2,0.0,1.0,Serie A,2024-2025,4
28/04/2025,Verona,Cagliari,0,2,0.0,1.0,Serie A,2024-2025,4
28/09/2024,Udinese,Inter,2,3,1.0,2.0,Serie A,2024-2025,4
28/09/2024,Genoa,Juventus,0,3,0.0,0.0,Serie A,2024-2025,4
28/09/2024,Bologna,Atalanta,1,1,0.0,0.0,Serie A,2024-2025,4
28/12/2024,Empoli,Genoa,1,2,0.0,0.0,Serie A,2024-2025,4
28/12/2024,Parma,Monza,2,1,0.0,0.0,Serie A,2024-2025,4
28/12/2024,Cagliari,Inter,0,3,0.0,0.0,Serie A,2024-2025,4
28/12/2024,Lazio,Atalanta,1,1,1.0,0.0,Serie A,2024-2025,4
29/03/2025,Como,Empoli,1,1,0.0,0.0,Serie A,2024-2025,4
29/03/2025,Venezia,Bologna,0,1,0.0,0.0,Serie A,2024-2025,4
29/03/2025,Juventus,Genoa,1,0,1.0,0.0,Serie A,2024-2025,4
29/03/2025,Lecce,Roma,0,1,0.0,0.0,Serie A,2024-2025,4
29/09/2024,Torino,Lazio,2,3,0.0,1.0,Serie A,2024-2025,4
29/09/2024,Como,Verona,3,2,1.0,0.0,Serie A,2024-2025,4
29/09/2024,Roma,Venezia,2,1,0.0,1.0,Serie A,2024-2025,4
29/09/2024,Empoli,Fiorentina,0,0,0.0,0.0,Serie A,2024-2025,4
29/09/2024,Napoli,Monza,2,0,2.0,0.0,Serie A,2024-2025,4
29/10/2024,Cagliari,Bologna,0,2,0.0,1.0,Serie A,2024-2025,4
29/10/2024,Lecce,Verona,1,0,0.0,0.0,Serie A,2024-2025,4
29/10/2024,Milan,Napoli,0,2,0.0,2.0,Serie A,2024-2025,4
29/11/2024,Cagliari,Verona,1,0,0.0,0.0,Serie A,2024-2025,4
29/12/2024,Udinese,Torino,2,2,1.0,0.0,Serie A,2024-2025,4
29/12/2024,Napoli,Venezia,1,0,0.0,0.0,Serie A,2024-2025,4
29/12/2024,Juventus,Fiorentina,2,2,1.0,1.0,Serie A,2024-2025,4
29/12/2024,Milan,Roma,1,1,1.0,1.0,Serie A,2024-2025,4
30/03/2025,Cagliari,Monza,3,0,0.0,0.0,Serie A,2024-2025,4
30/03/2025,Fiorentina,Atalanta,1,0,1.0,0.0,Serie A,2024-2025,4
30/03/2025,Inter,Udinese,2,1,2.0,0.0,Serie A,2024-2025,5
30/03/2025,Napoli,Milan,2,1,2.0,0.0,Serie A,2024-2025,5
30/08/2024,Venezia,Torino,0,1,0.0,0.0,Serie A,2024-2025,5
30/08/2024,Inter,Atalanta,4,0,2.0,0.0,Serie A,2024-2025,5
30/09/2024,Parma,Cagliari,2,3,0.0,1.0,Serie A,2024-2025,5
30/10/2024,Empoli,Inter,0,3,0.0,0.0,Serie A,2024-2025,5
30/10/2024,Venezia,Udinese,3,2,1.0,2.0,Serie A,2024-2025,5
30/10/2024,Atalanta,Monza,2,0,0.0,0.0,Serie A,2024-2025,5
30/10/2024,Juventus,Parma,2,2,1.0,2.0,Serie A,2024-2025,5
30/11/2024,Como,Monza,1,1,1.0,0.0,Serie A,2024-2025,5
30/11/2024,Milan,Empoli,3,0,2.0,0.0,Serie A,2024-2025,5
30/11/2024,Bologna,Venezia,3,0,1.0,0.0,Serie A,2024-2025,5
30/12/2024,Como,Lecce,2,0,0.0,0.0,Serie A,2024-2025,5
30/12/2024,Bologna,Verona,2,3,1.0,2.0,Serie A,2024-2025,5
31/01/2025,Parma,Lecce,1,3,1.0,1.0,Serie A,2024-2025,5
31/03/2025,Verona,Parma,0,0,0.0,0.0,Serie A,2024-2025,5
31/03/2025,Lazio,Torino,1,1,0.0,0.0,Serie A,2024-2025,5
31/08/2024,Bologna,Empoli,1,1,1.0,1.0,Serie A,2024-2025,5
31/08/2024,Lecce,Cagliari,1,0,1.0,0.0,Serie A,2024-2025,5
31/08/2024,Lazio,Milan,2,2,0.0,1.0,Serie A,2024-2025,5
31/08/2024,Napoli,Parma,2,1,0.0,1.0,Serie A,2024-2025,5
31/10/2024,Genoa,Fiorentina,0,1,0.0,0.0,Serie A,2024-2025,5
31/10/2024,Como,Lazio,1,5,0.0,2.0,Serie A,2024-2025,5
31/10/2024,Roma,Torino,1,0,1.0,0.0,Serie A,2024-2025,5
01/02/2025,Hatayspor,Antalyaspor,2,3,1.0,2.0,Süper Lig,2024-2025,1
01/02/2025,Kayserispor,Trabzonspor,0,0,0.0,0.0,Süper Lig,2024-2025,1
01/02/2025,Buyuksehyr,Samsunspor,4,0,1.0,0.0,Süper Lig,2024-2025,1
01/03/2025,Ad. Demirspor,Bodrumspor,0,0,0.0,0.0,Süper Lig,2024-2025,1
01/03/2025,Besiktas,Kayserispor,2,0,1.0,0.0,Süper Lig,2024-2025,1
01/06/2025,Bodrumspor,Besiktas,0,4,0.0,3.0,Süper Lig,2024-2025,1
01/06/2025,Samsunspor,Kayserispor,2,1,0.0,0.0,Süper Lig,2024-2025,1
01/09/2024,Buyuksehyr,Antalyaspor,5,2,1.0,2.0,Süper Lig,2024-2025,1
01/09/2024,Eyupspor,Trabzonspor,0,0,0.0,0.0,Süper Lig,2024-2025,1
01/09/2024,Besiktas,Sivasspor,2,0,1.0,0.0,Süper Lig,2024-2025,1
01/09/2024,Hatayspor,Samsunspor,0,3,0.0,1.0,Süper Lig,2024-2025,1
01/11/2024,Gaziantep,Goztep,2,1,0.0,0.0,Süper Lig,2024-2025,1
01/12/2024,Rizespor,Kayserispor,3,0,1.0,0.0,Süper Lig,2024-2025,1
01/12/2024,Galatasaray,Eyupspor,2,2,1.0,1.0,Süper Lig,2024-2025,1
02/02/2025,Ad. Demirspor,Kasimpasa,3,5,1.0,1.0,Süper Lig,2024-2025,1
02/02/2025,Goztep,Alanyaspor,0,1,0.0,1.0,Süper Lig,2024-2025,1
02/02/2025,Fenerbahce,Rizespor,3,2,1.0,2.0,Süper Lig,2024-2025,1
02/03/2025,Rizespor,Alanyaspor,3,1,0.0,0.0,Süper Lig,2024-2025,1
02/03/2025,Kasimpasa,Galatasaray,3,3,0.0,1.0,Süper Lig,2024-2025,1
02/03/2025,Fenerbahce,Antalyaspor,3,0,3.0,0.0,Süper Lig,2024-2025,1
02/05/2025,Antalyaspor,Konyaspor,1,0,0.0,0.0,Süper Lig,2024-2025,1
02/11/2024,Sivasspor,Rizespor,2,1,0.0,1.0,Süper Lig,2024-2025,1
02/11/2024,Kayserispor,Ad. Demirspor,0,0,0.0,0.0,Süper Lig,2024-2025,1
02/11/2024,Besiktas,Kasimpasa,1,3,1.0,0.0,Süper Lig,2024-2025,1
02/12/2024,Fenerbahce,Gaziantep,3,1,1.0,1.0,Süper Lig,2024-2025,1
02/12/2024,Hatayspor,Besiktas,1,1,1.0,1.0,Süper Lig,2024-2025,1
03/01/2025,Alanyaspor,Konyaspor,2,1,1.0,0.0,Süper Lig,2024-2025,1
03/01/2025,Rizespor,Besiktas,1,1,1.0,1.0,Süper Lig,2024-2025,1
03/02/2025,Gaziantep,Galatasaray,0,1,0.0,1.0,Süper Lig,2024-2025,1
03/03/2025,Gaziantep,Eyupspor,3,1,0.0,0.0,Süper Lig,2024-2025,1
03/03/2025,Konyaspor,Trabzonspor,1,0,0.0,0.0,Süper Lig,2024-2025,1
03/03/2025,Buyuksehyr,Sivasspor,1,0,1.0,0.0,Süper Lig,2024-2025,1
03/03/2025,Goztep,Samsunspor,2,2,1.0,0.0,Süper Lig,2024-2025,1
03/05/2025,Alanyaspor,Kayserispor,1,1,1.0,0.0,Süper Lig,2024-2025,1
03/05/2025,Rizespor,Gaziantep,2,0,0.0,0.0,Süper Lig,2024-2025,1
03/05/2025,Galatasaray,Sivasspor,4,1,4.0,1.0,Süper Lig,2024-2025,1
03/05/2025,Hatayspor,Buyuksehyr,2,4,1.0,2.0,Süper Lig,2024-2025,1
03/11/2024,Konyaspor,Buyuksehyr,3,2,1.0,1.0,Süper Lig,2024-2025,1
03/11/2024,Bodrumspor,Alanyaspor,0,0,0.0,0.0,Süper Lig,2024-2025,1
03/11/2024,Eyupspor,Hatayspor,2,0,1.0,0.0,Süper Lig,2024-2025,1
03/11/2024,Trabzonspor,Fenerbahce,2,3,0.0,1.0,Süper Lig,2024-2025,1
04/01/2025,Ad. Demirspor,Buyuksehyr,0,1,0.0,1.0,Süper Lig,2024-2025,1
04/01/2025,Antalyaspor,Eyupspor,1,4,0.0,3.0,Süper Lig,2024-2025,1
04/01/2025,Galatasaray,Goztep,2,1,1.0,1.0,Süper Lig,2024-2025,1
04/01/2025,Samsunspor,Trabzonspor,2,1,1.0,0.0,Süper Lig,2024-2025,1
04/04/2025,Ad. Demirspor,Kayserispor,0,2,0.0,1.0,Süper Lig,2024-2025,1
04/05/2025,Samsunspor,Eyupspor,3,0,1.0,0.0,Süper Lig,2024-2025,1
04/05/2025,Ad. Demirspor,Goztep,1,2,1.0,2.0,Süper Lig,2024-2025,1
04/05/2025,Fenerbahce,Besiktas,0,1,0.0,1.0,Süper Lig,2024-2025,1
04/10/2024,Rizespor,Antalyaspor,2,1,2.0,0.0,Süper Lig,2024-2025,1
04/11/2024,Samsunspor,Antalyaspor,2,0,1.0,0.0,Süper Lig,2024-2025,1
05/01/2025,Kasimpasa,Gaziantep,2,2,2.0,1.0,Süper Lig,2024-2025,1
05/01/2025,Bodrumspor,Kayserispor,1,1,0.0,0.0,Süper Lig,2024-2025,1
05/01/2025,Fenerbahce,Hatayspor,2,1,2.0,1.0,Süper Lig,2024-2025,1
05/04/2025,Rizespor,Sivasspor,1,1,0.0,0.0,Süper Lig,2024-2025,1
05/04/2025,Buyuksehyr,Konyaspor,1,0,0.0,0.0,Süper Lig,2024-2025,1
05/04/2025,Antalyaspor,Samsunspor,2,1,1.0,0.0,Süper Lig,2024-2025,1
05/05/2025,Kasimpasa,Trabzonspor,1,1,1.0,0.0,Süper Lig,2024-2025,1
05/10/2024,Kasimpasa,Bodrumspor,0,0,0.0,0.0,Süper Lig,2024-2025,1
05/10/2024,Goztep,Sivasspor,3,2,2.0,0.0,Süper Lig,2024-2025,1
05/10/2024,Buyuksehyr,Kayserispor,1,1,0.0,1.0,Süper Lig,2024-2025,1
05/10/2024,Hatayspor,Trabzonspor,1,1,1.0,0.0,Süper Lig,2024-2025,1
06/04/2025,Alanyaspor,Bodrumspor,0,1,0.0,0.0,Süper Lig,2024-2025,1
06/04/2025,Hatayspor,Eyupspor,0,1,0.0,1.0,Süper Lig,2024-2025,1
06/04/2025,Fenerbahce,Trabzonspor,4,1,0.0,1.0,Süper Lig,2024-2025,1
06/10/2024,Konyaspor,Eyupspor,2,1,0.0,0.0,Süper Lig,2024-2025,1
06/10/2024,Ad. Demirspor,Samsunspor,1,3,1.0,0.0,Süper Lig,2024-2025,1
06/10/2024,Galatasaray,Alanyaspor,1,0,1.0,0.0,Süper Lig,2024-2025,1
06/10/2024,Gaziantep,Besiktas,1,1,0.0,1.0,Süper Lig,2024-2025,1
06/12/2024,Trabzonspor,Kasimpasa,2,2,0.0,1.0,Süper Lig,2024-2025,1
07/02/2025,Samsunspor,Hatayspor,2,0,2.0,0.0,Süper Lig,2024-2025,1
07/03/2025,Bodrumspor,Kasimpasa,1,0,0.0,0.0,Süper Lig,2024-2025,1
07/04/2025,Goztep,Gaziantep,1,1,0.0,0.0,Süper Lig,2024-2025,1
07/04/2025,Kasimpasa,Besiktas,1,1,1.0,0.0,Süper Lig,2024-2025,1
07/12/2024,Konyaspor,Antalyaspor,1,1,1.0,0.0,Süper Lig,2024-2025,1
07/12/2024,Goztep,Ad. Demirspor,3,1,2.0,0.0,Süper Lig,2024-2025,1
07/12/2024,Besiktas,Fenerbahce,1,0,0.0,0.0,Süper Lig,2024-2025,1
08/02/2025,Kayserispor,Konyaspor,3,2,2.0,1.0,Süper Lig,2024-2025,1
08/02/2025,Sivasspor,Besiktas,0,2,0.0,1.0,Süper Lig,2024-2025,1
08/03/2025,Kayserispor,Buyuksehyr,3,1,1.0,0.0,Süper Lig,2024-2025,1
08/03/2025,Antalyaspor,Rizespor,2,1,0.0,0.0,Süper Lig,2024-2025,1
08/03/2025,Trabzonspor,Hatayspor,1,2,1.0,1.0,Süper Lig,2024-2025,1
08/11/2024,Kasimpasa,Kayserispor,1,2,0.0,1.0,Süper Lig,2024-2025,1
08/12/2024,Eyupspor,Samsunspor,3,0,0.0,0.0,Süper Lig,2024-2025,1
08/12/2024,Kayserispor,Alanyaspor,2,0,0.0,0.0,Süper Lig,2024-2025,1
08/12/2024,Sivasspor,Galatasaray,2,3,1.0,2.0,Süper Lig,2024-2025,1
08/12/2024,Buyuksehyr,Hatayspor,3,0,0.0,0.0,Süper Lig,2024-2025,1
09/02/2025,Kasimpasa,Rizespor,3,2,2.0,1.0,Süper Lig,2024-2025,1
09/02/2025,Alanyaspor,Fenerbahce,0,2,0.0,2.0,Süper Lig,2024-2025,1
09/02/2025,Antalyaspor,Buyuksehyr,0,0,0.0,0.0,Süper Lig,2024-2025,2
09/02/2025,Galatasaray,Ad. Demirspor,3,0,,,Süper Lig,2024-2025,2
09/03/2025,Sivasspor,Goztep,3,1,0.0,1.0,Süper Lig,2024-2025,2
09/03/2025,Eyupspor,Konyaspor,2,1,1.0,0.0,Süper Lig,2024-2025,2
09/03/2025,Samsunspor,Ad. Demirspor,3,2,2.0,1.0,Süper Lig,2024-2025,2
09/03/2025,Alanyaspor,Galatasaray,1,2,1.0,0.0,Süper Lig,2024-2025,2
09/05/2025,Buyuksehyr,Fenerbahce,1,4,0.0,1.0,Süper Lig,2024-2025,2
09/05/2025,Gaziantep,Alanyaspor,0,1,0.0,0.0,Süper Lig,2024-2025,2
09/08/2024,Galatasaray,Hatayspor,2,1,0.0,0.0,Süper Lig,2024-2025,2
09/11/2024,Antalyaspor,Bodrumspor,3,2,3.0,1.0,Süper Lig,2024-2025,2
09/11/2024,Hatayspor,Gaziantep,3,1,2.0,1.0,Süper Lig,2024-2025,2
09/11/2024,Ad. Demirspor,Eyupspor,0,1,0.0,1.0,Süper Lig,2024-2025,2
09/11/2024,Rizespor,Trabzonspor,3,1,1.0,1.0,Süper Lig,2024-2025,2
09/12/2024,Gaziantep,Rizespor,1,0,1.0,0.0,Süper Lig,2024-2025,2
10/02/2025,Bodrumspor,Goztep,0,0,0.0,0.0,Süper Lig,2024-2025,2
10/02/2025,Trabzonspor,Eyupspor,1,0,0.0,0.0,Süper Lig,2024-2025,2
10/03/2025,Besiktas,Gaziantep,1,2,1.0,0.0,Süper Lig,2024-2025,2
10/05/2025,Eyupspor,Kasimpasa,0,3,0.0,1.0,Süper Lig,2024-2025,2
10/05/2025,Konyaspor,Rizespor,2,1,0.0,0.0,Süper Lig,2024-2025,2
10/05/2025,Trabzonspor,Galatasaray,0,2,0.0,0.0,Süper Lig,2024-2025,2
10/08/2024,Kasimpasa,Konyaspor,2,3,0.0,1.0,Süper Lig,2024-2025,2
10/08/2024,Antalyaspor,Goztep,0,0,0.0,0.0,Süper Lig,2024-2025,2
10/08/2024,Fenerbahce,Ad. Demirspor,1,0,1.0,0.0,Süper Lig,2024-2025,2
10/11/2024,Goztep,Konyaspor,2,0,0.0,0.0,Süper Lig,2024-2025,2
10/11/2024,Galatasaray,Samsunspor,3,2,1.0,0.0,Süper Lig,2024-2025,2
10/11/2024,Buyuksehyr,Besiktas,0,0,0.0,0.0,Süper Lig,2024-2025,2
10/11/2024,Fenerbahce,Sivasspor,4,0,1.0,0.0,Süper Lig,2024-2025,2
11/01/2025,Kayserispor,Samsunspor,0,1,0.0,1.0,Süper Lig,2024-2025,2
11/01/2025,Hatayspor,Rizespor,1,2,1.0,1.0,Süper Lig,2024-2025,2
11/01/2025,Besiktas,Bodrumspor,2,1,2.0,0.0,Süper Lig,2024-2025,2
11/04/2025,Samsunspor,Galatasaray,0,2,0.0,1.0,Süper Lig,2024-2025,2
11/05/2025,Sivasspor,Bodrumspor,0,0,0.0,0.0,Süper Lig,2024-2025,2
11/05/2025,Besiktas,Ad. Demirspor,4,1,2.0,1.0,Süper Lig,2024-2025,2
11/05/2025,Goztep,Hatayspor,1,1,1.0,1.0,Süper Lig,2024-2025,2
11/08/2024,Sivasspor,Trabzonspor,0,0,0.0,0.0,Süper Lig,2024-2025,2
11/08/2024,Alanyaspor,Eyupspor,1,1,0.0,0.0,Süper Lig,2024-2025,2
11/08/2024,Samsunspor,Besiktas,0,2,0.0,2.0,Süper Lig,2024-2025,2
12/01/2025,Sivasspor,Alanyaspor,1,1,1.0,0.0,Süper Lig,2024-2025,2
12/01/2025,Trabzonspor,Antalyaspor,5,0,1.0,0.0,Süper Lig,2024-2025,2
12/01/2025,Buyuksehyr,Galatasaray,1,2,0.0,1.0,Süper Lig,2024-2025,2
12/01/2025,Gaziantep,Ad. Demirspor,1,0,1.0,0.0,Süper Lig,2024-2025,2
12/04/2025,Konyaspor,Goztep,1,0,1.0,0.0,Süper Lig,2024-2025,2
12/04/2025,Besiktas,Buyuksehyr,0,2,0.0,0.0,Süper Lig,2024-2025,2
12/04/2025,Bodrumspor,Antalyaspor,0,0,0.0,0.0,Süper Lig,2024-2025,2
12/05/2025,Kayserispor,Antalyaspor,3,1,2.0,1.0,Süper Lig,2024-2025,2
12/08/2024,Bodrumspor,Gaziantep,0,1,0.0,0.0,Süper Lig,2024-2025,2
12/08/2024,Rizespor,Buyuksehyr,1,1,1.0,1.0,Süper Lig,2024-2025,2
13/01/2025,Goztep,Kasimpasa,5,0,1.0,0.0,Süper Lig,2024-2025,2
13/01/2025,Konyaspor,Fenerbahce,2,3,2.0,2.0,Süper Lig,2024-2025,2
13/04/2025,Gaziantep,Hatayspor,2,1,1.0,1.0,Süper Lig,2024-2025,2
13/04/2025,Kayserispor,Kasimpasa,1,0,0.0,0.0,Süper Lig,2024-2025,2
13/04/2025,Sivasspor,Fenerbahce,1,3,0.0,1.0,Süper Lig,2024-2025,2
13/04/2025,Trabzonspor,Rizespor,2,0,2.0,0.0,Süper Lig,2024-2025,2
13/12/2024,Bodrumspor,Sivasspor,2,0,0.0,0.0,Süper Lig,2024-2025,2
13/12/2024,Kasimpasa,Eyupspor,2,0,0.0,0.0,Süper Lig,2024-2025,2
14/02/2025,Ad. Demirspor,Antalyaspor,1,1,1.0,1.0,Süper Lig,2024-2025,2
14/03/2025,Galatasaray,Antalyaspor,4,0,3.0,0.0,Süper Lig,2024-2025,2
14/04/2025,Eyupspor,Ad. Demirspor,6,0,3.0,0.0,Süper Lig,2024-2025,2
14/09/2024,Samsunspor,Konyaspor,0,1,0.0,1.0,Süper Lig,2024-2025,2
14/09/2024,Sivasspor,Gaziantep,3,2,1.0,1.0,Süper Lig,2024-2025,2
14/09/2024,Bodrumspor,Buyuksehyr,0,1,0.0,0.0,Süper Lig,2024-2025,2
14/09/2024,Galatasaray,Rizespor,5,0,2.0,0.0,Süper Lig,2024-2025,2
14/12/2024,Rizespor,Konyaspor,1,1,1.0,0.0,Süper Lig,2024-2025,2
14/12/2024,Alanyaspor,Gaziantep,3,0,0.0,0.0,Süper Lig,2024-2025,2
15/02/2025,Gaziantep,Sivasspor,2,1,1.0,1.0,Süper Lig,2024-2025,2
15/02/2025,Buyuksehyr,Bodrumspor,0,1,0.0,0.0,Süper Lig,2024-2025,2
15/02/2025,Besiktas,Trabzonspor,2,1,0.0,1.0,Süper Lig,2024-2025,2
15/03/2025,Gaziantep,Kayserispor,1,0,0.0,0.0,Süper Lig,2024-2025,2
15/03/2025,Kasimpasa,Alanyaspor,2,1,2.0,1.0,Süper Lig,2024-2025,2
15/03/2025,Buyuksehyr,Trabzonspor,0,3,0.0,1.0,Süper Lig,2024-2025,2
15/03/2025,Konyaspor,Besiktas,1,0,1.0,0.0,Süper Lig,2024-2025,2
15/09/2024,Kasimpasa,Fenerbahce,0,2,0.0,2.0,Süper Lig,2024-2025,2
15/09/2024,Kayserispor,Eyupspor,2,2,0.0,2.0,Süper Lig,2024-2025,2
15/09/2024,Alanyaspor,Hatayspor,0,0,0.0,0.0,Süper Lig,2024-2025,2
15/09/2024,Trabzonspor,Besiktas,1,1,1.0,1.0,Süper Lig,2024-2025,2
15/12/2024,Hatayspor,Goztep,1,1,0.0,1.0,Süper Lig,2024-2025,2
15/12/2024,Antalyaspor,Kayserispor,2,0,1.0,0.0,Süper Lig,2024-2025,2
15/12/2024,Fenerbahce,Buyuksehyr,3,1,1.0,0.0,Süper Lig,2024-2025,2
16/02/2025,Hatayspor,Alanyaspor,1,0,0.0,0.0,Süper Lig,2024-2025,2
16/02/2025,Eyupspor,Kayserispor,1,1,0.0,0.0,Süper Lig,2024-2025,2
16/02/2025,Konyaspor,Samsunspor,0,1,0.0,1.0,Süper Lig,2024-2025,2
16/02/2025,Fenerbahce,Kasimpasa,3,1,1.0,0.0,Süper Lig,2024-2025,2
16/03/2025,Rizespor,Bodrumspor,0,2,0.0,1.0,Süper Lig,2024-2025,2
16/03/2025,Goztep,Eyupspor,1,1,0.0,0.0,Süper Lig,2024-2025,2
16/03/2025,Hatayspor,Sivasspor,3,2,1.0,1.0,Süper Lig,2024-2025,2
16/03/2025,Fenerbahce,Samsunspor,0,0,0.0,0.0,Süper Lig,2024-2025,2
16/08/2024,Konyaspor,Galatasaray,1,2,1.0,1.0,Süper Lig,2024-2025,2
